ITTER107;Territorio;TIPO_DATO_AVQ;Tipo dato;MISURA_AVQ;Misura;TIME;Seleziona periodo;Value;Flag Codes;Flags
ITD1;Provincia Autonoma Bolzano / Bozen;11_RAR_VINO;consuma vino più raramente;THV;valori in migliaia;2022;2022;178;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;5.8;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;5.8;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;7.1;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;6.3;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;6.2;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;5.6;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;6.4;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;6.3;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;5.9;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2014;2014;29;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2015;2015;30;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2016;2016;21;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2017;2017;15;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2018;2018;14;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2019;2019;30;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2020;2020;33;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2021;2021;24;;
ITG2;Sardegna;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2022;2022;23;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;483;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;513;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;535;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;545;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;489;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;580;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;614;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;569;;
ITD;Nord-est;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;530;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2014;2014;53.5;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2015;2015;47.7;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2016;2016;50.1;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2017;2017;54.1;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2018;2018;52.8;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2019;2019;55.3;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2020;2020;49.9;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2021;2021;54;;
ITD2;Provincia Autonoma Trento;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2022;2022;53.4;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2014;2014;45.3;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2015;2015;44.9;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2016;2016;50.5;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2017;2017;49.8;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2018;2018;52.1;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2019;2019;50.2;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2020;2020;49.1;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2021;2021;48.8;;
ITF4;Puglia;11_VINO;persone di 11 anni e più che consumano vino;HSC;per 100 persone con le stesse caratteristiche;2022;2022;45.9;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2014;2014;46.6;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2015;2015;47.6;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2016;2016;49.1;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2017;2017;51.1;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2018;2018;53.5;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2019;2019;50.8;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2020;2020;51.7;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2021;2021;52.6;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2022;2022;54.4;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;55;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;51;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;54;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;57;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;61;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;54;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;57;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;59;;
ITDA;Trentino Alto Adige / Südtirol;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;53;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;4.4;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;2.9;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;2.8;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;5.2;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;4.4;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;4.5;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;6.9;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;4.9;;
ITG1;Sicilia;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;4.3;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;25.9;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;28.6;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;26.8;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;29.7;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;31.7;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;32.3;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;31.4;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;33.4;;
9;50.001 ab. e più;11_RAR_VINO;consuma vino più raramente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;33;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2014;2014;5;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2015;2015;6;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2016;2016;7;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2017;2017;3;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2018;2018;4;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2019;2019;6;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2020;2020;7;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2021;2021;6;;
ITD1;Provincia Autonoma Bolzano / Bozen;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2022;2022;8;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2014;2014;3233;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2015;2015;3407;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2016;2016;3472;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2017;2017;3604;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2018;2018;3745;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2019;2019;3742;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2020;2020;3762;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2021;2021;3795;;
ITD;Nord-est;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2022;2022;3978;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2014;2014;2.4;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2015;2015;2.2;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2016;2016;2.2;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2017;2017;2;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2018;2018;2.1;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2019;2019;1.9;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2020;2020;2.6;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2021;2021;2.1;;
8;10.001 - 50.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;HSC;per 100 persone con le stesse caratteristiche;2022;2022;1.9;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2014;2014;832;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2015;2015;762;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2016;2016;686;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2017;2017;720;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2018;2018;667;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2019;2019;728;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2020;2020;600;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2021;2021;632;;
ITG;Isole;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2022;2022;623;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2014;2014;342;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2015;2015;319;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2016;2016;292;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2017;2017;329;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2018;2018;274;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2019;2019;283;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2020;2020;282;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2021;2021;288;;
7;2.001 - 10.000 ab.;11_PIU_VINO;più di mezzo litro di vino al giorno;THV;valori in migliaia;2022;2022;275;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2014;2014;2249;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2015;2015;2241;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2016;2016;2468;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2017;2017;2566;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2018;2018;2767;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2019;2019;2786;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2020;2020;2822;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2021;2021;2793;;
2;centro area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2022;2022;2852;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;82;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;85;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;68;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;112;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;108;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;102;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;138;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;85;;
ITF6;Calabria;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2022;2022;113;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2014;2014;18.6;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2015;2015;15.7;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2016;2016;15.2;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2017;2017;14.3;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2018;2018;16.6;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2019;2019;14.5;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2020;2020;15.2;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2021;2021;16.2;;
ITF6;Calabria;11_STAG_BIRRA;consuma birra solo stagionalmente;HSC;per 100 persone con le stesse caratteristiche;2022;2022;15.2;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2014;2014;112;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2015;2015;122;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2016;2016;145;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2017;2017;142;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2018;2018;164;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2019;2019;156;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2020;2020;171;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2021;2021;163;;
ITF5;Basilicata;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2022;2022;145;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2014;2014;1955;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2015;2015;1922;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2016;2016;2096;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2017;2017;2099;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2018;2018;2410;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2019;2019;2632;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2020;2020;2619;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2021;2021;2533;;
3;periferia area metropolitana;11_RAR_BIRRA;consuma birra più raramente;THV;valori in migliaia;2022;2022;2615;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2014;2014;3773;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2015;2015;3942;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2016;2016;4076;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2017;2017;4160;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2018;2018;4415;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2019;2019;4226;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2020;2020;4262;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2021;2021;4349;;
2;centro area metropolitana;11_BIRRA;persone di 11 anni e più che consumano birra;THV;valori in migliaia;2022;2022;4402;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2014;2014;45.3;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2015;2015;44.1;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2016;2016;44.7;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2017;2017;46.8;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2018;2018;48.4;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2019;2019;50.5;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2020;2020;50.1;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2021;2021;47;;
ITG1;Sicilia;11_BIRRA;persone di 11 anni e più che consumano birra;HSC;per 100 persone con le stesse caratteristiche;2022;2022;48.1;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2014;2014;586;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2015;2015;512;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2016;2016;488;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2017;2017;509;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2018;2018;451;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2019;2019;531;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2020;2020;424;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2021;2021;442;;
ITG1;Sicilia;11_BIC_VINO;1-2 bicchieri di vino al giorno;THV;valori in migliaia;2022;2022;450;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2014;2014;5;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2015;2015;3.9;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2016;2016;3.8;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2017;2017;5.4;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2018;2018;5;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2019;2019;5.3;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2020;2020;7.3;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2021;2021;5.8;;
ITG;Isole;11_TUT_BIRRA;consuma birra tutti i giorni;HSC;per 100 persone con le stesse caratteristiche;2022;2022;5.5;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2014;2014;546;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2015;2015;592;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2016;2016;584;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2017;2017;697;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2018;2018;699;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2019;2019;725;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2020;2020;799;;
7;2.001 - 10.000 ab.;11_TUT_BIRRA;consuma birra tutti i giorni;THV;valori in migliaia;2021;2021;713;;
